v,J_theta,T_s,T_p,J_TIR_s,J_TIR_p
2.9703207373731604e-07,5171158.725971057,1.2376328747039916e-06,3.168337100674774e-06,6.39999603957419,16.3839740449722
2.6460262131531765e-07,5804931.154365258,1.1025103143822414e-06,2.8224239776511404e-06,6.399996471966508,16.383976878694618
2.3571376089457468e-07,6516378.145130829,9.821401880940907e-07,2.5142769554095258e-06,6.399996857151014,16.383979403036715
2.0997893671225114e-07,7315019.420756896,8.749118535654615e-07,2.239772816636032e-06,6.399997200281764,16.38398165177595
1.8705379650078084e-07,8211541.432111956,7.793905150283183e-07,1.9952385055175e-06,6.399997505950112,16.38398365500209
1.6663158378263266e-07,9217940.351594325,6.942980247359913e-07,1.7774019807674261e-06,6.399997778246129,16.383985439519737
1.4843903322642566e-07,10347682.591391036,6.184957805081844e-07,1.5833484342511678e-06,6.399998020813351,16.383987029207063
1.3223271414102967e-07,11615884.99470574,5.509694904705484e-07,1.4104812894413724e-06,6.399998236897511,16.38398844533524
1.1779577318070593e-07,13039517.111056967,4.908156011362607e-07,1.2564874578798774e-06,6.399998429389982,16.383989706853132
1.0493503267611474e-07,14637628.26224977,4.3722920723242885e-07,1.1193063887880565e-06,6.3999986008664616,16.383990830640784
9.347840576457007e-08,16431602.437342495,3.894932814998486e-07,9.971024977150754e-07,6.399998753621439,16.383991831735322
8.327259373193656e-08,18445444.427305214,3.4696908035595124e-07,8.882406053214178e-07,6.399998889698896,16.383992723532156
7.418103475479241e-08,20706101.028076697,3.090875970440545e-07,7.912640576682262e-07,6.399999010919653,16.383993517964196
6.608207659540327e-08,23243821.609971102,2.7534194790757965e-07,7.048752352596434e-07,6.399999118905738,16.383994225661564
5.8867348798725406e-08,26092562.878137596,2.452805899134007e-07,6.279181900457004e-07,6.399999215102089,16.38399485609379
5.24403126101497e-08,29290443.240086846,2.1850127867088277e-07,5.593631780646264e-07,6.399999300795891,16.383995417696532
4.671496921073779e-08,32880252.860081922,1.9464568610126695e-07,4.982928807666004e-07,6.399999377133791,16.38399591798447
4.1614708985121564e-08,36910026.225322485,1.7339460573849358e-07,4.438901306553787e-07,6.399999445137251,16.383996363651853
3.707128642435874e-08,41433684.88531134,1.5446368150531252e-07,3.954269770118935e-07,6.399999505716212,16.383996760662047
3.3023906947137036e-08,46511758.964763,1.3759960281291147e-07,3.5225494539434147e-07,6.399999559681263,16.383997114327364
2.9418413420273775e-08,52212197.10446594,1.2257671507194796e-07,3.1379636058216606e-07,6.399999607754507,16.38399742938012
2.6206561493511316e-08,58611275.66774872,1.0919400026129857e-07,2.7953661686042044e-07,6.399999650579196,16.383997710035956
2.3345374052017744e-08,65794619.378447846,9.727238715244831e-08,2.4901729221671186e-07,6.399999688728357,16.38399796005028
2.0796566148655822e-08,73858347.04732151,8.665235519841708e-08,2.2183001431471445e-07,6.3999997227124625,16.38399818276848
1.8526032721160685e-08,82910357.71763268,7.719180002554906e-08,1.9761099616732534e-07,6.399999752986241,16.383998381170684
1.6503392239477987e-08,93071774.43954304,6.876413196690525e-08,1.7603616839339715e-07,6.3999997799547765,16.383998557911674
1.4701580176902427e-08,104478564.99216333,6.125658219424228e-08,1.5681684292453027e-07,6.399999803978937,16.383998715356405
1.309648686534078e-08,117283361.23979554,5.456869378338202e-08,1.396958501395022e-07,6.399999825380179,16.383998855611576
1.1666634888915876e-08,131657501.4667947,4.861097752230256e-08,1.2444409773860204e-07,6.399999844444873,16.38399898055394
1.0392891699183728e-08,147793323.0191016,4.3303714475659666e-08,1.108575053132661e-07,6.399999861428115,16.38399909185531
9.258213606528599e-09,165906735.9297977,3.857588928315286e-08,9.875427359343479e-08,6.399999876557155,16.383999191004982
8.247417722138242e-09,186240111.96583042,3.436423991845884e-08,8.797245183323156e-08,6.399999890034433,16.383999279329668
7.346978798963353e-09,209065527.75362948,3.061241119378744e-08,7.836777078485521e-08,6.399999902040285,16.38399935801122
6.54484825323274e-09,234688405.3791948,2.727020068330449e-08,6.981171226431153e-08,6.399999912735359,16.38399942810245
5.830292944888779e-09,263451599.176772,2.4292886975297728e-08,6.218978947836194e-08,6.399999922262762,16.383999490541242
5.193751559698876e-09,295739983.3905522,2.1640631264586854e-08,5.5400015102207126e-08,6.399999930749981,16.38399954616308
4.6267066713213155e-09,331985602.09595966,1.9277944278019246e-08,4.9351536609640246e-08,6.39999993831058,16.38399959571221
4.121570771415618e-09,372673450.2905156,1.7173211400105478e-08,4.396342059537538e-08,6.399999945045725,16.383999639851655
3.671584742789873e-09,418347963.50985557,1.5298269644605945e-08,3.916356982286602e-08,6.399999951045539,16.383999679172035
3.270727417075828e-09,469620302.80507165,1.3628030811621004e-08,3.488775850689764e-08,6.399999956390302,16.383999714199483
2.913635006741761e-09,527176532.56015325,1.2140145787732435e-08,3.107877292230037e-08,6.3999999611515355,16.38399974540269
2.595529333380157e-09,591786800.575152,1.0814705497271725e-08,2.7685645839474174e-08,6.399999965392943,16.38399977319919
2.312153891907834e-09,664315643.251841,9.633974503209243e-09,2.4662974542885735e-08,6.399999969171283,16.383999797960914
2.0597168951669585e-09,745733553.773415,8.582153693035648e-09,2.197031330710022e-08,6.3999999725371115,16.383999820019195
1.8348405368189593e-09,837129968.0695658,7.645168874188027e-09,1.9571632201211168e-08,6.399999975535461,16.38399983966919
1.6345157936286076e-09,939727842.329438,6.8104824502611965e-09,1.7434834980051743e-08,6.399999978206458,16.383999857173833
1.4560621623572591e-09,1054900017.12106,6.0669256580847865e-09,1.5531329611199666e-08,6.399999980585839,16.383999872767355
1.2970917925129741e-09,1184187587.0821505,5.40454912086615e-09,1.383564569109251e-08,6.3999999827054435,16.383999886658394
1.1554775350255333e-09,1329320521.9831975,4.8144897176834e-09,1.2325093630985055e-08,6.399999984593634,16.383999899032837
1.02932447931231e-09,1492240815.0889401,4.288851987937499e-09,1.0979461052390358e-08,6.399999986275676,16.38399991005626
9.169445978784394e-10,1675128468.5616632,3.820602483861662e-09,9.78074232953856e-09,6.3999999877740725,16.383999919876164
8.168341591761051e-10,1880430663.6114206,3.403475657441948e-09,8.712897659921163e-09,6.399999989108879,16.383999928623947
7.276536064890868e-10,2110894505.7129142,3.0318900224416834e-09,7.76163843909541e-09,6.399999990297953,16.38399993641666
6.482096336062067e-10,2369603783.0458016,2.7008734697118363e-09,6.914236067896209e-09,6.399999991357207,16.383999943358585
5.774392174419775e-10,2660020230.0155363,2.405996736447163e-09,6.159351633745622e-09,6.399999992300812,16.3839999495426
5.143953939483878e-10,2986029847.9929934,2.143314139154718e-09,5.486884187063188e-09,6.399999993141396,16.38399995505145
4.5823458698820536e-10,3351994903.0812373,1.9093107772947886e-09,4.88783558259539e-09,6.399999993890207,16.383999959958857
4.082053206201911e-10,3762812296.680351,1.7008555011376747e-09,4.354190077135886e-09,6.3999999945572625,16.383999964330474
3.6363816375764166e-10,4223979089.8947473,1.515159014508987e-09,3.878807072558939e-09,6.399999995151493,16.383999968224817
3.239367726518784e-10,4741666058.551113,1.3497365518052655e-09,3.455325568983732e-09,6.399999995680844,16.383999971693974
2.885699113420121e-10,5322800263.051466,1.2023746298688648e-09,3.0780790495775108e-09,6.399999996152403,16.38399997478438
2.5706434329833264e-10,5975157737.910838,1.0711014298360904e-09,2.7420196580895455e-09,6.399999996572478,16.38399997753738
2.2899849914387995e-10,6707467541.238906,9.54160412644289e-10,2.4426506545514487e-09,6.399999996946688,16.38399997998981
2.0399683572330638e-10,7529528556.430026,8.49986815152538e-10,2.175966245347854e-09,6.3999999972800445,16.38399998217449
1.817248110389365e-10,8452340608.960082,7.571867123755694e-10,1.938397982536629e-09,6.3999999975770026,16.383999984120646
1.6188440781468505e-10,9488251652.73678,6.745183656670336e-10,1.726767015199112e-09,6.399999997841544,16.38399998585433
1.4421014578959354e-10,10651122995.47263,6.00875607276114e-10,1.5382415539059042e-09,6.399999998077199,16.383999987398727
1.2846552938231336e-10,11956514773.927135,5.352730389497137e-10,1.3702989791391497e-09,6.399999998287127,16.383999988774516
1.1443988319349489e-10,13421894160.822695,4.768328465258773e-10,1.220692086652234e-09,6.3999999984741365,16.383999990000092
1.0194553300259765e-10,15066869089.407398,4.2477305408727416e-10,1.087419018103135e-09,6.399999998640728,16.38399999109187
9.081529453863066e-11,16913450623.084446,3.7839706050603564e-10,9.686964746095409e-10,6.399999998789132,16.383999992064446
8.090023642260084e-11,18986347480.82013,3.3708431837069056e-10,8.629358548020799e-10,6.399999998921331,16.383999992930836
7.206768734806797e-11,21313296659.313133,3.0028203057186523e-10,7.687219980839247e-10,6.3999999990391,16.38399999370263
6.419946083430621e-11,23925434575.91172,2.674977534404984e-10,6.847942486647946e-10,6.399999999144009,16.383999994390166
5.7190273797874186e-11,26857713698.46274,2.382928074627507e-10,6.100295869912566e-10,6.3999999992374645,16.383999995002643
5.0946337781828414e-11,30149370236.929222,2.122764074017544e-10,5.434276028585131e-10,6.399999999320716,16.383999995548248
4.5384103992113343e-11,33844449154.860912,1.8910043328259277e-10,4.840971091320341e-10,6.399999999394879,16.38399999603428
4.042914534872849e-11,37992393525.78369,1.6845477227218023e-10,4.3124421696011816e-10,6.399999999460946,16.38399999646725
3.601516059263056e-11,42648706120.5635,1.5006316912470118e-10,3.841617129142692e-10,6.399999999519799,16.38399999685295
3.2083087122537165e-11,47875692078.30433,1.3367952966830308e-10,3.4221959591517266e-10,6.399999999572226,16.38399999719654
2.8580310690685382e-11,53743292598.30609,1.1908462787076518e-10,3.048566473208419e-10,6.399999999618929,16.383999997502613
2.545996138265343e-11,60330020808.535835,1.060831724220958e-10,2.7157292137809397e-10,6.399999999660534,16.383999997775277
2.2680286460897883e-11,67724012333.272446,9.450119358260928e-11,2.4192305555364743e-10,6.399999999697598,16.383999998018172
2.0204091680157044e-11,76024204617.3521,8.418371533044424e-11,2.1551031123178608e-10,6.399999999730613,16.38399999823454
1.7998243599081542e-11,85341660787.29944,7.49926816600278e-11,1.9198126503844135e-10,6.399999999760024,16.383999998427292
1.6033226228626995e-11,95801055763.6556,6.680510928371437e-11,1.710210797573972e-10,6.3999999997862265,16.383999998599002
1.4282746084815286e-11,107542344509.85585,5.951144201829288e-11,1.523492915597579e-10,6.399999999809564,16.38399999875196
1.2723380361157395e-11,120722634740.14986,5.3014084836750574e-11,1.3571605717646946e-10,6.3999999998303565,16.383999998888218
1.133426351300837e-11,135518289144.86841,4.722609796975306e-11,1.2089881079811435e-10,6.399999999848878,16.3839999990096
1.0096808060104819e-11,152127285262.47278,4.207003358288514e-11,1.0769928596865186e-10,6.399999999865377,16.383999999117734
8.994455871402182e-12,170771864575.3439,3.74768994634735e-11,9.594086262368762e-11,6.399999999880075,16.383999999214055
8.012456604207349e-12,191701506276.29547,3.3385235850306666e-11,8.546620377455947e-11,6.399999999893168,16.38399999929986
